,ID,Comment
116,정성원,왜무인도가가서살짝설렜는지가사보고이해하려고했는데멜로디가너무좋아서멜로디에취하느라가사에집중못하고'살짝설렜어나'랑'그럴리없지!'만기억이난다.벌써20번째
117,신연식,여기가그맴버전체가메인보컬이라는데가맞죠?
118,겸옘,0:34나만이부분욕하는줄알고깜짝놀라서가사찾아봤냐...ㅋㅎㅋ
119,김민서,어떡해....진짜한명도빠짐없이다좋아...최애를못고르겠다오마이걸입덕각ㅠㅠㅠㅠㅠㅠㅠㅠㅠ
120,올캐,0:43나만볼게요
121,확씨,이노래처음듣고아무감흥없었는데어느날계속살짝설뤴어난~이러고있는나를발견했다ㅋㅋㅋ살려줘요계속생각나ㅠㅠ아미인데옴걸분들귀엽고엄청착하신거같음.응원합니다!
122,뚕뚕,💕♥♥♥♥♥♥♥♥♥💕
123,건후이뽀,"오마이걸이뜨는데는튀는멤버가없어서같음.그룹마다노래를특히잘하거나춤을특히잘추거나해서무대에서그멤버가유독예쁘고튀어보이는경우가많은데오마이걸은다잘함.노래를좀더잘하고춤을좀더잘추는멤버는있어도노래만잘하고춤만잘추는멤버가없이다완벽함.그래서센터에다어울리고센터자리를잘소화함.게다가얼굴도다다르게예쁨.신기하게전형적인미인상은없음.근데다다르게예쁨.그러니까실력도실력이지만개성이다다른멤버들얼굴보는맛도있는거.요즘난미미가좋더라,,오마이걸볼때마다느끼는거지만누구하나시기질투하는사람없이서로응원해서잘되는것도있는것같음.오마이걸흥해라!"
124,연랑,1:04여기랑2:08여기너무좋다ㅋㅋㅜㅜ살짝설렜어난하고멤버들전체샷딱잡는데뒤에보이는배경이너무청량하고내취향이고...여기부분멜로디도진짜예쁘고중독성잇고...바다온거같고...너무취향임진짜좋다
125,이준우,오늘유아가시구하고두산이이김
126,죠랑이가무섭쩡,김미미진짜랩완전잘해ㅠㅠ이렇게잘하는데그나레이션랩시킨거야..?원민공듀..
127,[현서],아린언니소녀의세계에서나옴....
128,ey,미미가진짜노래를너무고급지게만드는듯
129,정은김,00:46가제최애파트^^
130,세상에서축구를가장잘하는사나이,설레임광고했으면대박났을텐데....ㅎ
131,윤아[스페셜즈],"오마이걸너무예뻐OHMYGIRL,you'resopretty."
132,김챙글씨,1:021:02
133,바람소년,난진짜외국계작곡가들을쓴게신의한수라고생각한다ㄹㅇ어떻게노래를안질리게잘만들지?
134,미뚜,썸네일진짜잘뽑으셨다...
135,YOUNG세상에서제일예쁜장모치와와,아.......노래넘좋아용
136,효원,2:54하진짜언니지구뿌셔우주뿌셔흐어어어유ㅠㅠ❤❤
137,한구긘kor,여긴들어올때마다조회수올라가있네
138,아볶빱,김미미한테이쁘다잘생겼다하지마세요강조되고반복되는소리는강아지를불안하게해요강조되고반복되는소리는강아지를불안하게한다고요
139,테티스,여기가소녀의세계나리(아린님)님이있다는곳인가요><
140,하서,개인적으로이번에는승희언니래전드ㅠ진짜너무이뻐ㅠ
141,셋스마루님이구해주실거라고요,1:26두근2:48사망하셨습니다
142,여우FPS,비니승희아린이꽃문이옷입었을때존예다ㄹㅇ다예쁘지만난진짜반해버렸다..
143,유앤진uNjin,진짜드디어모두에게인정받는구나ㅠㅠ노래처음들었을때밈랩스타일이확달라져서깜짝놀랐는데예전스타일이랑은다른매력으로엄청좋다ㅠㅠㅠㅠㅠ그랜드슬램꼭해보자옴걸❤️
144,올캐,1:27나만본다
145,펍,오마이걸입덕을최근에서야하고진짜너무후회중....누나들짱예뻐요...ㅠㅠㅠ
146,박연수,LUVfromTIWan!!
147,뉴스공장,1:511:53
