,ID,Comment
392,정사장,들을수록완성도높은명곡인거같다
393,박원임,탈모르파티
394,•ELJIN•,whocamefromTomorrowXTogetherXTodoep.5?justme?ok
395,기린당나귀조랑말TV,연자누나ㅋㅋ
396,seheeLee,아모르파티~~~^^
397,담아,2019년12월31일인데내년을위해들으러왔어요❤️❤️미리새해복많이받으세요사랑해요❤️❤️
398,솔,가사존멋
399,이하린,00:38
400,ᄋᄋ,오늘보다더나은내일이면돼인생은지금이야~
401,현민,진짜철학적이고교훈적인띵곡
402,호랑이권법,"오늘복면가왕좀아쉽네요,,선곡이조금미쓰였던듯ㅎㅎㅎㅎ그래도축하축하~!!"
403,송은규SongEunQ,탈모르파티~
404,뿌잉뿌잉,라이브가더듣기좋네ㅋ
405,김라면,오늘보다더나은내일을위해..
406,티닝찹스,이노래듣고하고팠던진로로갑자기틀었습니다..
407,맥스유튜브,0:48
408,이상민,아모르파티노래짠좋다인정하면구되돈좋아요해요
409,프레디머큐리,민모리대모리맨들맨들빠빠긔~~
410,레드향기,젬젬
411,김기수,좋은노래에요
412,ByoungCheonBae,니체가지하에서무릎치며탄복할리듬이야..아모르파티~무소의뿔처럼가라~
413,정수빈,저는아모르파티좋아해요
414,TV블랙복숭아,탈모르파티는?
415,리엘유튜브,이게...탈모르파티의원곡이라구요?분위기가전혀달라ㅋㅋㅋㅋ
416,김상희,탈모르파티
417,또또,짱구랑발성이비슷하시네요
418,복귀유저,아모르파티는다시들어도짱!
419,승희인데유,저이거너무신나서틀어놓고불끄고춤추고ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
420,김지은,역시흥장인아모르파티!!
421,최지수,자라나라머리머리
422,블랙홀,암모르파티
423,loganberry,이효리아모르미오다음곡이라들어옴
424,"하이올린Hiolin,같이하는바이올린연습","갓연자언니ㅠㅠ이곡은인생띵곡입니다!!!클래식전공인데..처음으로연습해본트로트,아모르파티커버곡한번만들어봐주십시오!"
425,psypsy,인도노래가사같네요재밋어유😁
426,최루비,맘이아프다
427,장지인,첫시작춤느낌은술먹고휘청거리는내인생같은느낌으로노래방에서추면되나요
428,임익순,popsongonemoretime과너무흡사한데어떻게된거죠~
429,morgan,민머리대머리맨들맨들빡빡이~~
430,김현정,1:40
431,추명균,산다는게다그런거지이이이
432,이수란,🥰
433,shootingInside,자신의운명을사랑한다 -니체-
434,김선우,탈모르파티
435,모성찬,아모르파티~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~;;;;;;
436,옛날밴츠ᆞ,제일좋아하는노래
437,우두철,0:401:40
438,달밤,빠빰
439,안현옥,너무좋아요
440,마당을나온암탉못했으시기,HUISYONGI방구
441,ᄒᄋ,탈모인들이없네ㅋㅋㅋㅋ
442,{파릇파릇}클로버,저귀신에집에아빠랑들어갔는데...무서워서이노래틀었는데좀비랑같이춤쳤어욬ㅋㅋㅋㅋ
443,울랄라짬뽕,그냥단순하게뽕짝으로만들었는데오늘은이노래가철학으로들리네~~
444,윤준석,시대를앞선
445,Jong-JaeIm,아모른직다~빰빰빰빰
446,윤선혜,신나다
447,_Maybe,너무신난다
448,쭈스티비!!,조아요눌러주세요^^--~~~|[[[
